Corrected.Collector.Collection.Number,Collector.Collection.Number,Collector,Collection.Number,Occupancy.Adults,Occupancy.Seedling,Observation,Phenotypic.group,Cuatrecasas.Taxa,Pineda.Group,Species.Taxa.Assignment.For.Occupancy.Analysis,Comment.Species.Taxa.Assignment.For.Occupancy.Analysis,Longitude,Latitude,Altitude,Length.Lamina.1,Length.Lamina.2,Length.Lamina.3,Width.Lamina.1,Width.Lamina.2,Width.Lamina.3,Length.Synflorescence.Axis.1,Length.Synflorescence.Axis.2,Length.Synflorescence.Axis.3,Perimeter.Synflorescence.Axis.1,Perimeter.Synflorescence.Axis.2,Perimeter.Synflorescence.Axis.3,Number.Pairs.Sterile.Leaves.Per.Synflorescence.1,Number.Pairs.Sterile.Leaves.Per.Synflorescence.2,Number.Pairs.Sterile.Leaves.Per.Synflorescence.3,Number.Capitula.Per.Synflorescence.1,Number.Capitula.Per.Synflorescence.2,Number.Capitula.Per.Synflorescence.3,Length.Cyme.Peduncle.Center.1,Length.Cyme.Peduncle.Center.2,Length.Cyme.Peduncle.Axial.1,Length.Cyme.Peduncle.Axial.2,Length.Cyme.Peduncle.Axial.3,Length.Cyme.Peduncle.Axial.4,Infructescence.Diameter.Capitulum.1,Infructescence.Diameter.Capitulum.2,Infructescence.Diameter.Capitulum.3,Infructescence.Diameter.Capitulum.4,Inflorescence.Diameter.Capitulum.1,Inflorescence.Diameter.Capitulum.2,Inflorescence.Diameter.Capitulum.3,Inflorescence.Diameter.Capitulum.4,Length.Sterile.Phyllary.1,Length.Sterile.Phyllary.2,Length.Sterile.Phyllary.3,Width.Sterile.Phyllary.1,Width.Sterile.Phyllary.2,Width.Sterile.Phyllary.3,Length.Ray.Flower.Corolla.1,Length.Ray.Flower.Corolla.2,Length.Ray.Flower.Corolla.3,Length.Disc.Flower.Corolla.1,Length.Disc.Flower.Corolla.2,Length.Disc.Flower.Corolla.3,Length.Disc.Flower.Tube.1,Length.Disc.Flower.Tube.2,Length.Disc.Flower.Tube.3,Is.Seedling,DNA.Sample,Type.Taxa,Cited.Cuatrecasas.Monograph.Taxa
YAM_596,Y_596,Pineda Yam,596,No,Yes,,Not present,sp,sp,E. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_597,Y_597,Pineda Yam,597,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.18361,4.28194,3809,23.937,25.114,24.843,2.884,2.76,2.884,76,74,75,2.9,2.3,2.5,1,1,NA,9,12,13,3.3,2.7,2.55,2.47,2.24,2.25,1.65,1.86,2.07,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_598,Y_598,Pineda Yam,598,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.18361,4.28194,3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_599,Y_599,Pineda Yam,599,Yes,No,,Not present,NotFound,cf E. killipi,E. killipii,ver especimen si disponible,-74.18361,4.28194,3809,18.036,17.903,18.836,2.411,1.849,2.601,65,60,52,2.1,2.1,1.9,0,0,NA,8,11,9,2.79,2.04,2.91,3.18,1.88,1.97,2.34,1.93,1.77,2.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_600,Y_600,Pineda Yam,600,No,Yes,,Not present,sin_bracteas,sin_bracteas,complejo_sin_bracteas,NA,-74.18361,4.28194,3809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_601,Y_601,Pineda Yam,601,No,No,,1,E. summapacis,E. summapacis,E. summapacis,,-74.43896,3.81417,3877,42.345,43.813,41.602,3.966,3.2,3.286,55,57,60,2.2,2.5,2.3,0,0,NA,3,3,3,13.2,14,11,10.5,10.5,10,NA,NA,NA,NA,3.5,3.2,3.1,3.28,29.14,29.12,28.86,8.61,8.64,9.63,15.82,15.38,15.28,8.58,8.96,9.04,2.16,1.8,1.85,NO,NA,NA,NA
YAM_602,Y_602,Pineda Yam,602,No,No,,2,NA,sin_bracteas,sin_bracteas,,-74.43896,3.81417,3877,35.141,36.953,33.823,4.286,3.715,4.099,96,97.5,78,3.2,2.5,2.6,4,4,NA,15,8,20,5.4,4.09,4.21,4.04,2.9,2.97,NA,NA,NA,NA,1.67,1.73,1.9,1.71,12.93,14.19,12.98,8.83,8.89,9.46,10.62,10.66,11.05,6.71,5.84,5.84,1.92,2.12,2.11,NO,NA,NA,NA
YAM_603,Y_603,Pineda Yam,603,No,No,,6,sp,H.delgada,H.delgada,,NA,NA,NA,40.197,41.016,39.375,5.063,5.06,5.423,61,60.5,58,1.5,2.1,1.4,0,0,NA,13,11,12,2.64,2.36,1.67,1.78,2.06,1.32,NA,NA,NA,NA,1.86,1.68,1.44,1.39,9.39,9.36,10.47,4.42,3.67,3.7,9.38,8.52,8.26,6.64,6.61,6.65,1.6,1.64,1.83,NO,NA,NA,NA
YAM_604,Y_604,Pineda Yam,604,No,No,,Not present,E. miradorensis,E. miradorensis,E. miradorensis,,-74.42455,3.82511,3703,44.442,41.323,41.386,7.898,8.105,7.478,98,102,85,3.5,3.9,4.8,1,1,NA,21,24,23,11,6.73,8,8.3,4.12,4.27,2.02,2.6,3.09,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_605,Y_605,Pineda Yam,605,No,No,,Not present,sp,H.delgada,H.delgada,,-74.41434,3.82511,3630,51.96,46.733,47.343,3.429,4.343,4.881,68,75,67,3.7,3.51,3.2,0,0,NA,40,38,40,2.21,1.79,1.47,1.47,1.37,1.51,1.74,1.35,1.72,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_606,Y_606,Pineda Yam,606,Yes,No,,6,sp,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.43896,3.81417,3877,33.271,33.194,33.023,4.113,3.691,3.281,48,47,46,1.6,1.5,1.5,0,0,NA,10,9,9,2.62,1.26,2.2,1.61,1.07,9.45,NA,NA,NA,NA,1.47,1.72,1.54,1.37,10.14,6.27,9.98,3.51,2.68,2.45,7.57,7.67,7.5,6.14,5.07,5.98,1.88,0.86,1.85,NO,NA,NA,NA
YAM_607,Y_607,Pineda Yam,607,No,No,,Not present,Espeletiopsis,Espeletiopsis,Espeletiopsis,,-74.41383,3.8206,3617,NA,NA,NA,NA,NA,NA,58,56,NA,3.8,NA,NA,0,0,NA,41,16,NA,2.63,2.6,1.91,2.38,3.32,NA,2.19,1.95,1.42,2.06,1.91,1.8,1.96,1.69,8.92,7.59,7.83,3.46,3.12,2.51,6.58,6.6,7.56,5.74,5.52,6.12,4.72,5.4,5.98,NO,NA,NA,NA
YAM_608,Y_608,Pineda Yam,608,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.43896,3.81417,3877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_609,Y_609,Pineda Yam,609,Yes,No,,6,NotFound,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.43893,3.81386,3890,31.314,31.215,30.576,3.998,3.842,4.408,49,47,56,1.7,1.7,2,0,0,NA,10,9,7,2.61,2.49,1.95,1.89,2.11,2.45,2.13,1.86,1.69,1.77,1.95,1.67,1.63,1.86,10.69,10.05,10.74,3.77,3.32,3.3,9.83,9.68,8.97,5.48,5.39,5.37,2.22,2.11,2.14,NO,NA,NA,NA
YAM_610,Y_610,Pineda Yam,610,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.43893,3.81386,3890,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_611,Y_611,Pineda Yam,611,Yes,No,,Not present,NotFound,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.43972,3.81222,3975,35.343,36.257,40.62,5.252,5.154,4.747,58,59,63,1.5,1.9,2,0,0,NA,11,10,12,5.07,2.04,3.46,2.55,1.87,2.3,1.74,1.78,1.19,2.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_612,Y_612,Pineda Yam,612,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.43972,3.81222,3975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_613,Y_613,Pineda Yam,613,Yes,No,,6,NotFound,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.44473,3.80779,3932,29.663,30.206,30.902,5.955,6.547,5.907,36,58,60,2,1.9,1.7,0,0,NA,14,12,13,2.07,2.52,1.79,1.56,1.88,1.45,NA,NA,NA,NA,1.72,1.78,1.67,1.83,14.13,12.64,10.13,4.34,4.69,3.87,9.64,9.06,9,5.8,6.01,6,2.33,1.72,1.94,NO,NA,NA,NA
YAM_614,Y_614,Pineda Yam,614,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.44473,3.80779,3932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_615,Y_615,Pineda Yam,615,Yes,No,,9,NotFound,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.43558,3.80551,3798,36.733,37.902,40.217,5.971,7.776,7.892,62,60,61,1.9,1.7,1.9,0,0,NA,14,20,12,2.93,2.81,2.19,2.35,1.93,1.66,NA,NA,NA,NA,1.56,1.64,1.61,1.81,12.45,13.43,10.18,2.55,1.67,1.65,7.94,7.09,7.07,5.76,5.99,6.08,2.8,1.63,2.18,NO,NA,NA,NA
YAM_616,Y_616,Pineda Yam,616,No,Yes,,Not present,NotFound,H.delgada,complejo_sin_bracteas,NA,-74.43558,3.80551,3798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_617,Y_617,Pineda Yam,617,Yes,No,,Not present,NotFound,Tres.Escapos,complejo_sin_bracteas,E. cabrerensis?,-74.43558,3.80551,3798,45.066,49.388,54.609,8.582,8.579,8.58,74,84,88,3.2,2,2.5,0,0,NA,10,25,34,3.5,3.84,3.25,2.99,3.77,3.65,1.43,1.68,1.7,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,YES,NA,NA
YAM_618,Y_618,Pineda Yam,618,No,Yes,,Not present,NotFound,Tres.Escapos,complejo_sin_bracteas,,-74.43558,3.80551,3798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_619,Y_619,Pineda Yam,619,No,No,,5,Espeletiopsis,Espeletiopsis,Espeletiopsis,,-74.43333,3.80618,3760,28.746,28.23,26.85,2.812,2.832,2.522,59,NA,NA,3.2,NA,NA,1,NA,NA,84,NA,NA,3.37,3.41,3.34,2,1.9,1.95,NA,NA,NA,NA,1.5,1.37,1.18,1.3,7.88,8.19,9.21,3.39,3.35,2.56,9.05,9.35,8.66,5.74,5.64,5.09,4.73,5.6,4.9,NO,YES,NA,NA
YAM_620,Y_620,Pineda Yam,620,No,No,,5,Espeletiopsis,Espeletiopsis,Espeletiopsis,,-74.4324,3.80617,3761,6.288,7.898,NA,1.175,NA,NA,64.5,40,NA,6,2.9,NA,0,0,NA,25,NA,NA,1.36,2.93,1,1.6,2.74,NA,NA,NA,NA,NA,1.87,1.92,2.15,1.73,9.38,9.06,12.2,4.43,3.75,2.57,7.21,7.39,8.5,5.58,6.25,6.31,4.4,6.24,4.61,NO,YES,NA,NA
YAM_621,Y_621,Pineda Yam,621,Yes,No,,Not present,NotFound,H.peque.SB,complejo_sin_bracteas,ver especimen si disponible,-74.19889,4.31333,3783,18.184,18.266,17.646,3.353,3.505,3.579,56,66,64,2.4,2.4,2.2,0,0,NA,8,8,12,3.02,3.9,2.19,1.79,2.91,3.1,1.68,2.06,1.98,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_622,Y_622,Pineda Yam,622,No,Yes,,Not present,NotFound,H.peque.SB,complejo_sin_bracteas,NA,-74.19889,4.31333,3783,NA,NA,NA,NA,NA,NA,44,NA,NA,1.6,NA,NA,0,0,NA,8,NA,NA,1.89,NA,1.6,1.36,NA,NA,1.57,1.9,1.94,1.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_623,Y_623,Pineda Yam,623,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.19889,4.31333,3783,22.305,22.148,21.566,2.476,2.475,2.551,71,72,63,2.1,2.5,2.1,1,1,NA,17,18,13,2.34,1.16,2.73,3.05,1.42,1.56,1.7,2.4,1.68,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_624,Y_624,Pineda Yam,624,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.19889,4.31333,3783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_625,Y_625,Pineda Yam,625,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.20638,4.30943,3645,22.739,23.86,24,2.514,2.436,2.954,79,79,88,3.7,3.3,2.7,1,1,NA,26,21,18,1.99,2.43,1.57,1.04,2.18,1.7,2.11,1.77,2.19,1.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_626,Y_626,Pineda Yam,626,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.20638,4.30943,3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_627,Y_627,Pineda Yam,627,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.20638,4.30943,3645,28.756,30.392,28.969,3.594,4.643,3.97,70,75,78,3.6,4.1,2.6,0,1,NA,15,18,13,4.09,2.13,3.6,3.57,2.12,1.2,2.5,2.91,2.32,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_628,Y_628,Pineda Yam,628,No,Yes,,Not present,sp,sp,E. sp.,NA,-74.20638,4.30943,3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_629,Y_629,Pineda Yam,629,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.20832,4.30667,3678,28.56,28.667,27.996,3.409,3.253,3.17,65,58,68,1.8,2.4,2.4,1,1,NA,20,17,15,1.62,1.75,1.07,1.09,1.17,0.92,2,1.58,1.65,2.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_630,Y_630,Pineda Yam,630,Yes,No,,Not present,sp,sp,E. sp.,E cabrerensis?,-74.20832,4.30667,3678,27.442,27.954,30.349,3.13,3.503,3.86,93,71,82,3.2,3,2.7,0,0,NA,12,18,19,4.4,4.85,3.03,3.58,4,4.72,1.54,2.51,2.62,2.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_631,Y_631,Pineda Yam,631,No,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,,-74.20832,4.30667,3678,31.125,27.69,30.332,4.896,5.046,4.968,58,60.4,63,2.4,2.1,3,2,2,NA,12,14,9,4.4,3.25,4.31,4.06,2.7,1.85,1.83,1.53,1.72,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_632,Y_632,Pineda Yam,632,No,No,,Not present,sp,sp,sp,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_633,Y_633,Pineda Yam,633,Yes,No,,6,sp,H.delgada,complejo_sin_bracteas,ver especimen si disponible,-74.33527,3.80347,3885,29.479,28.357,33.548,3.93,3.579,3.86,50,51,53,1.7,1.9,1.7,0,0,NA,14,13,12,2.36,1.99,1.85,1.74,1.5,1.03,1.73,1.53,1.76,1.54,1.54,1.56,1.33,1.56,13.68,12.09,14.12,3.68,2.98,2.48,8.63,8.08,8.15,5.34,6.03,5.63,1.72,1.68,1.52,NO,NA,NA,NA
YAM_634,Y_634,Pineda Yam,634,No,Yes,,Not present,sp,H.delgada,complejo_sin_bracteas,NA,-74.33527,3.80347,3885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_635,Y_635,Pineda Yam,635,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.2042,4.29806,3690,37.568,39.138,39.952,4.575,5.112,5.715,69,79,72,3.4,3.5,3,0,0,NA,7,6,4,14.7,7.5,8.6,9.2,6.46,5.94,2.9,3.18,2.66,3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_636,Y_636,Pineda Yam,636,Yes,No,,Not present,NA,sin_bracteas,complejo_sin_bracteas,NA,-74.2042,4.29806,3690,26.688,24.985,24.311,3.813,3.707,3.721,72,73,81,3,2.5,3.1,0,0,NA,19,17,20,2.03,2.16,1.75,1.62,1.85,0.58,2.32,2.31,2.04,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_637,Y_637,Pineda Yam,637,No,Yes,,Not present,NA,sp,E. sp.,NA,-74.2042,4.29806,3690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_638,Y_638,Pineda Yam,638,No,No,,9,NotFound,H.peque.SB,H.peque.SB,,-74.20455,4.29948,3691,26.146,25.852,27.27,3.154,3.464,3.614,55,56,NA,1.9,2.2,NA,0,0,NA,10,12,NA,1.83,2.28,1.5,1.43,1.86,1.63,NA,NA,NA,NA,1.76,1.7,1.66,1.73,10.99,10.03,9.36,5.83,4.84,3.94,8.96,8.23,9.5,5.77,7.18,6.43,5.7,4.2,5.2,NO,NA,NA,NA
YAM_639,Y_639,Pineda Yam,639,Yes,No,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.20472,4.3014,3674,33.61,30.581,33.888,4.525,3.822,4.178,87,74,54,1.8,3,2,1,1,NA,7,8,10,3.09,3.48,2.12,1.26,4.21,NA,1.67,1.82,1.72,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_640,Y_640,Pineda Yam,640,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.20472,4.3014,3674,35.799,36.408,38.325,3.921,4.291,3.927,71,63,79,2.5,3.2,2.7,0,0,NA,6,5,6,6.39,6.1,5.09,5.33,5.5,4.3,2.52,2.93,2.6,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_641,Y_641,Pineda Yam,641,No,Yes,,Not present,sp,sp,E. sp.,NA,-74.20472,4.3014,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_642,Y_642,Pineda Yam,642,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.21166,4.30695,3786,17.142,17.201,20.218,2.466,2.243,1.881,58,58,47,1.4,1.7,2,1,1,NA,7,11,7,2.46,1.78,1.9,1.62,1.55,2.67,2.16,2.56,1.88,1.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_643,Y_643,Pineda Yam,643,No,Yes,,Not present,E. grandiflora,E. grandiflora,E. grandiflora,NA,-74.21166,4.30695,3786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_644,Y_644,Pineda Yam,644,Yes,No,,9,NotFound,H.peque.SB,complejo_sin_bracteas,ver especimen si disponible,-74.21166,4.30695,3786,22.987,22.99,22.757,3.735,3.805,4.103,61,56,NA,2.1,2.4,NA,0,0,NA,13,12,NA,2.78,3.13,2.12,1.3,2.56,1.43,NA,NA,NA,NA,1.7,1.93,1.89,1.58,11.92,10.79,9.85,5.55,4.88,2.38,9.25,10.13,12.78,5.97,6.62,5.73,4.78,4.9,4.12,NO,NA,NA,NA
YAM_645,Y_645,Pineda Yam,645,No,Yes,,Not present,NA,sp,E. sp.,NA,-74.21166,4.30695,3786,35.461,36.195,34.988,4.08,3.989,3.268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_646,Y_646,Pineda Yam,646,Yes,No,,4,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.21278,4.30556,3819,17.656,19.387,19.171,2.448,2.636,2.54,48,NA,NA,1.3,NA,NA,1,1,NA,6,NA,NA,1.31,NA,0.83,0.68,NA,NA,NA,NA,NA,NA,1.46,1.21,1.49,NA,10.37,10.05,10.36,6.35,5.65,4.33,8.78,9.12,9.19,4.92,4.99,5.01,2.24,1.02,1.17,NO,NA,NA,NA
YAM_647,Y_647,Pineda Yam,647,No,Yes,,Not present,sp,sp,E. sp.,NA,-74.21278,4.30556,3819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,yes,NA,NA,NA
YAM_648,Y_648,Pineda Yam,648,Yes,No,,Not present,E. grandiflora var. attenuata Cuatrec.,E. grandiflora var. attenuata,E. grandiflora,ver especimen si disponible,-74.21278,4.30556,3819,15.814,16.888,15.59,2.281,2.382,2.534,42,46,NA,1.6,1.7,NA,1,1,NA,6,8,NA,4.29,1.96,2.8,2.65,1.62,NA,2.03,1.69,2.06,2.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
YAM_649,Y_649,Pineda Yam,649,Yes,No,,Not present,E. killipii,E. killipii,E. killipii,NA,-74.20412,4.27057,3848,34.594,34.683,31.785,5.113,4.399,4.898,60,67,68,2.6,3.5,3.3,0,0,NA,9,6,10,7.5,5,5,7,4.9,4.2,3.12,3.19,3.29,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NO,NA,NA,NA
